"YYYY","MM","DD","TIME","STAMP","Nhiệt độ","Độ mặn","PH","NH3","H2S","TSS","DO","COD","Ghi chú",,
"2019","04","01","15:00","01/04/2019 15:00",27.5,33.0,8.2,0.025,0.002,4.700,6.2,3.6,"AVE",,
"2019","04","01","18:00","01/04/2019 18:00",27.0,32.5,8.1,0.075,0.000,5.700,5.1,2.5,"AVE",,
"2019","04","02","00:00","02/04/2019 00:00",27.0,32.5,8.1,0.075,0.000,5.700,5.1,2.5,"AVE",,
"2019","04","02","06:00","02/04/2019 06:00",26.0,33.3,8.1,0.048,0.000,5.850,5.5,2.5,"AVE",,
"2019","04","02","09:00","02/04/2019 09:00",25.0,34.0,8.2,0.020,0.000,6.000,6.0,2.6,2018,"TTG",
"2019","04","02","12:00","02/04/2019 12:00",26.0,35.0,8.2,0.040,0.000,6.000,5.9,1.3,2018,"TTG",
"2019","04","02","15:00","02/04/2019 15:00",26.7,34.5,8.1,0.065,0.001,6.725,5.9,1.6,"AVE",,
"2019","04","02","18:00","02/04/2019 18:00",25.9,33.8,8.1,0.026,0.001,6.125,6.0,2.4,"AVE",,
"2019","04","03","00:00","03/04/2019 00:00",25.9,33.8,8.1,0.026,0.001,6.125,6.0,2.4,"AVE",,
"2019","04","03","06:00","03/04/2019 06:00",26.4,33.6,8.1,0.029,0.001,6.188,5.9,2.3,"AVE",,
"2019","04","03","09:00","03/04/2019 09:00",26.8,33.5,8.1,0.032,0.001,6.250,5.9,2.3,"AVE",,
"2019","04","03","12:00","03/04/2019 12:00",27.3,34.0,8.1,0.089,0.001,7.450,5.9,2.0,"AVE",,
"2019","04","03","15:00","03/04/2019 15:00",28.0,33.5,8.1,0.114,0.002,8.175,6.0,2.3,"AVE",,
"2019","04","03","18:00","03/04/2019 18:00",27.7,33.3,8.1,0.037,0.002,6.375,5.9,2.1,"AVE",,
"2019","04","04","00:00","04/04/2019 00:00",27.7,33.3,8.1,0.037,0.002,6.375,5.9,2.1,"AVE",,
"2019","04","04","06:00","04/04/2019 06:00",28.2,33.1,8.1,0.040,0.002,6.438,5.8,2.0,"AVE",,
"2019","04","04","09:00","04/04/2019 09:00",28.6,33.0,8.1,0.043,0.002,6.500,5.8,1.9,2018,"VIỆN 3",
"2019","04","04","12:00","04/04/2019 12:00",28.6,33.0,8.1,0.138,0.002,8.900,6.0,2.6,2018,"VIỆN 3",
"2019","04","04","15:00","04/04/2019 15:00",28.6,33.0,8.1,0.138,0.002,8.000,6.0,2.6,"AVE",,
"2019","04","04","18:00","04/04/2019 18:00",28.6,33.0,8.1,0.043,0.002,6.850,5.8,1.9,"AVE",,
"2019","04","05","00:00","05/04/2019 00:00",28.6,33.0,8.1,0.043,0.002,6.850,5.8,1.9,"AVE",,
"2019","04","05","06:00","05/04/2019 06:00",28.6,33.0,8.1,0.043,0.002,7.025,5.8,1.9,"AVE",,
"2019","04","05","09:00","05/04/2019 09:00",28.6,33.0,8.1,0.043,0.002,7.200,5.8,1.9,2018,"VIỆN 3",
"2019","04","05","12:00","05/04/2019 12:00",28.6,33.0,8.1,0.138,0.002,7.100,6.0,2.6,2018,"VIỆN 3",
"2019","04","05","15:00","05/04/2019 15:00",29.1,34.0,8.2,0.079,0.004,6.600,5.8,5.0,"AVE",,
"2019","04","05","18:00","05/04/2019 18:00",29.3,34.0,8.2,0.032,0.003,6.750,5.8,2.9,"AVE",,
"2019","04","06","00:00","06/04/2019 00:00",29.3,34.0,8.2,0.032,0.003,6.750,5.8,2.9,"AVE",,
"2019","04","06","06:00","06/04/2019 06:00",29.7,34.5,8.2,0.026,0.004,6.525,5.8,3.3,"AVE",,
"2019","04","06","09:00","06/04/2019 09:00",30.0,35.0,8.2,0.020,0.004,6.300,5.8,3.8,2020,"TTG",
"2019","04","06","12:00","06/04/2019 12:00",29.5,35.0,8.3,0.020,0.006,6.100,5.6,7.4,2020,"TTG",
"2019","04","06","15:00","06/04/2019 15:00",29.0,34.5,8.3,0.034,0.004,6.800,5.8,4.6,"AVE",,
"2019","04","06","18:00","06/04/2019 18:00",29.2,34.5,8.2,0.039,0.003,6.500,5.6,3.2,"AVE",,
"2019","04","07","00:00","07/04/2019 00:00",29.2,34.5,8.2,0.039,0.003,6.500,5.6,3.2,"AVE",,
"2019","04","07","06:00","07/04/2019 06:00",28.8,34.3,8.1,0.049,0.003,6.600,5.6,2.9,"AVE",,
"2019","04","07","09:00","07/04/2019 09:00",28.4,34.0,8.1,0.058,0.002,6.700,5.5,2.6,2017,"VIỆN 3",
"2019","04","07","12:00","07/04/2019 12:00",28.4,34.0,8.2,0.047,0.002,7.500,6.1,1.7,2017,"VIỆN 3",
"2019","04","07","15:00","07/04/2019 15:00",28.7,34.5,8.1,0.039,0.002,6.500,5.5,2.3,"AVE",,
"2019","04","07","18:00","07/04/2019 18:00",28.7,34.5,8.2,0.034,0.002,7.250,5.7,4.5,"AVE",,
"2019","04","08","00:00","08/04/2019 00:00",28.7,34.5,8.2,0.034,0.002,7.250,5.7,4.5,"AVE",,
"2019","04","08","06:00","08/04/2019 06:00",28.9,34.8,8.2,0.022,0.001,7.525,5.8,5.5,"AVE",,
"2019","04","08","09:00","08/04/2019 09:00",29.0,35.0,8.2,0.010,0.001,7.800,5.9,6.4,2019,"TTG",
"2019","04","08","12:00","08/04/2019 12:00",29.0,35.0,8.0,0.030,0.001,5.500,5.0,2.8,2019,"TTG",
"2019","04","08","15:00","08/04/2019 15:00",29.0,34.5,8.1,0.050,0.002,6.050,5.4,2.2,"AVE",,
"2019","04","08","18:00","08/04/2019 18:00",28.7,34.5,8.2,0.055,0.001,6.650,5.9,4.2,"AVE",,
"2019","04","09","00:00","09/04/2019 00:00",28.7,34.5,8.2,0.055,0.001,6.650,5.9,4.2,"AVE",,
"2019","04","09","06:00","09/04/2019 06:00",28.6,34.3,8.1,0.078,0.000,6.075,5.9,3.1,"AVE",,
"2019","04","09","09:00","09/04/2019 09:00",28.4,34.0,8.1,0.100,0.000,5.500,5.9,2.0,2018,"TTG",
"2019","04","09","12:00","09/04/2019 12:00",29.0,34.0,8.2,0.070,0.002,6.600,5.8,1.5,2018,"TTG",
"2019","04","09","15:00","09/04/2019 15:00",28.8,34.0,8.2,0.058,0.001,6.775,5.9,1.5,"AVE",,
"2019","04","09","18:00","09/04/2019 18:00",28.4,33.5,8.1,0.091,0.000,6.150,5.5,2.3,"AVE",,
"2019","04","10","00:00","10/04/2019 00:00",28.4,33.5,8.1,0.091,0.000,6.150,5.5,2.3,"AVE",,
"2019","04","10","06:00","10/04/2019 06:00",28.4,33.3,8.1,0.086,0.000,6.475,5.3,2.5,"AVE",,
"2019","04","10","09:00","10/04/2019 09:00",28.4,33.0,8.1,0.081,0.000,6.800,5.2,2.7,2018,"VIỆN 3",
"2019","04","10","12:00","10/04/2019 12:00",28.5,34.0,8.2,0.046,0.000,6.950,6.0,1.5,2018,"VIỆN 3",
"2019","04","10","15:00","10/04/2019 15:00",28.3,32.9,7.9,0.038,0.000,6.675,5.8,5.2,"AVE",,
"2019","04","10","18:00","10/04/2019 18:00",28.6,31.8,7.5,0.186,0.000,7.050,5.3,6.1,"AVE",,
"2019","04","11","00:00","11/04/2019 00:00",28.6,31.8,7.5,0.186,0.000,7.050,5.3,6.1,"AVE",,
"2019","04","11","06:00","11/04/2019 06:00",28.6,31.2,7.2,0.238,0.000,7.175,5.3,7.8,"AVE",,
"2019","04","11","09:00","11/04/2019 09:00",28.7,30.6,6.9,0.290,0.000,7.300,5.4,9.6,2018,"STNMT",
"2019","04","11","12:00","11/04/2019 12:00",28.1,31.8,7.6,0.030,0.000,6.400,5.5,8.9,2018,"STNMT",
"2019","04","11","15:00","11/04/2019 15:00",28.6,33.4,7.9,0.020,0.001,7.100,5.7,7.7,"AVE",,
"2019","04","11","18:00","11/04/2019 18:00",28.9,32.8,7.4,0.160,0.001,6.400,5.2,6.2,"AVE",,
"2019","04","12","00:00","12/04/2019 00:00",28.9,32.8,7.4,0.160,0.001,6.400,5.2,6.2,"AVE",,
"2019","04","12","06:00","12/04/2019 06:00",28.9,33.9,7.7,0.095,0.001,5.950,5.1,4.5,"AVE",,
"2019","04","12","09:00","12/04/2019 09:00",29.0,35.0,8.0,0.030,0.001,5.500,5.0,2.8,2019,"TTG",
"2019","04","12","12:00","12/04/2019 12:00",29.0,35.0,8.2,0.010,0.001,7.800,5.9,6.4,2019,"TTG",
"2019","04","12","15:00","12/04/2019 15:00",28.9,34.7,8.2,0.013,0.001,7.403,5.8,6.4,"AVE",,
"2019","04","12","18:00","12/04/2019 18:00",29.0,34.7,7.9,0.058,0.001,5.570,5.1,3.2,"AVE",,
"2019","04","13","00:00","13/04/2019 00:00",29.0,34.7,7.9,0.058,0.001,5.570,5.1,3.2,"AVE",,
"2019","04","13","06:00","13/04/2019 06:00",29.0,34.5,7.9,0.072,0.001,5.605,5.1,3.4,"AVE",,
"2019","04","13","09:00","13/04/2019 09:00",28.9,34.3,7.9,0.086,0.001,5.641,5.1,3.6,"AVE",,
"2019","04","13","12:00","13/04/2019 12:00",28.9,34.5,8.1,0.016,0.001,7.006,5.8,6.3,"AVE",,
"2019","04","13","15:00","13/04/2019 15:00",28.8,34.2,8.1,0.018,0.001,6.609,5.7,6.3,"AVE",,
"2019","04","13","18:00","13/04/2019 18:00",28.9,34.0,7.8,0.114,0.001,5.711,5.2,4.1,"AVE",,
"2019","04","14","00:00","14/04/2019 00:00",28.9,34.0,7.8,0.114,0.001,5.711,5.2,4.1,"AVE",,
"2019","04","14","06:00","14/04/2019 06:00",28.9,33.8,7.8,0.128,0.001,5.746,5.2,4.3,"AVE",,
"2019","04","14","09:00","14/04/2019 09:00",28.9,33.6,7.7,0.142,0.001,5.781,5.3,4.5,"AVE",,
"2019","04","14","12:00","14/04/2019 12:00",28.7,33.9,8.0,0.021,0.001,6.213,5.7,6.3,"AVE",,
"2019","04","14","15:00","14/04/2019 15:00",28.8,34.2,8.1,0.018,0.001,5.834,5.6,6.6,"AVE",,
"2019","04","14","18:00","14/04/2019 18:00",28.9,34.0,7.8,0.154,0.001,5.586,5.2,3.9,"AVE",,
"2019","04","15","00:00","15/04/2019 00:00",28.9,34.0,7.8,0.154,0.001,5.586,5.2,3.9,"AVE",,
"2019","04","15","06:00","15/04/2019 06:00",28.9,34.2,7.8,0.160,0.001,5.488,5.1,3.7,"AVE",,
"2019","04","15","09:00","15/04/2019 09:00",28.9,34.3,7.9,0.166,0.001,5.391,5.1,3.4,"AVE",,
"2019","04","15","12:00","15/04/2019 12:00",28.9,34.5,8.2,0.016,0.000,5.456,5.5,6.8,"AVE",,
"2019","04","15","15:00","15/04/2019 15:00",28.9,34.7,8.2,0.013,0.000,5.078,5.4,7.1,"AVE",,
"2019","04","15","18:00","15/04/2019 18:00",29.0,34.7,7.9,0.178,0.001,5.195,5.0,2.8,"AVE",,
"2019","04","16","00:00","16/04/2019 00:00",29.0,34.7,7.9,0.178,0.001,5.195,5.0,2.8,"AVE",,
"2019","04","16","06:00","16/04/2019 06:00",29.0,34.8,8.0,0.184,0.001,5.098,4.9,2.6,"AVE",,
"2019","04","16","09:00","16/04/2019 09:00",29.0,35.0,8.0,0.190,0.001,5.000,4.9,2.3,2019,"TTG",
"2019","04","16","12:00","16/04/2019 12:00",29.0,35.0,8.3,0.010,0.000,4.700,5.3,7.4,2019,"TTG",
"2019","04","16","15:00","16/04/2019 15:00",28.9,34.5,8.2,0.022,0.001,5.325,5.6,4.9,"AVE",,
"2019","04","16","18:00","16/04/2019 18:00",28.9,34.5,8.1,0.124,0.002,5.163,5.3,2.8,"AVE",,
"2019","04","17","00:00","17/04/2019 00:00",28.9,34.5,8.1,0.124,0.002,5.163,5.3,2.8,"AVE",,
"2019","04","17","06:00","17/04/2019 06:00",28.9,34.3,8.1,0.091,0.002,5.244,5.6,3.0,"AVE",,
"2019","04","17","09:00","17/04/2019 09:00",28.8,34.0,8.1,0.058,0.002,5.325,5.8,3.3,2018,"VIỆN 3",
"2019","04","17","12:00","17/04/2019 12:00",28.8,34.0,8.1,0.034,0.002,5.950,5.9,2.4,2018,"VIỆN 3",
"2019","04","17","15:00","17/04/2019 15:00",28.8,34.0,8.2,0.098,0.002,6.575,6.0,2.4,"AVE",,
"2019","04","17","18:00","17/04/2019 18:00",28.8,34.0,8.1,0.058,0.002,5.950,5.8,3.3,"AVE",,
"2019","04","18","00:00","18/04/2019 00:00",28.8,34.0,8.1,0.058,0.002,5.950,5.8,3.3,"AVE",,
"2019","04","18","06:00","18/04/2019 06:00",28.8,34.0,8.1,0.058,0.002,6.263,5.8,3.3,"AVE",,
"2019","04","18","09:00","18/04/2019 09:00",28.8,34.0,8.1,0.058,0.002,6.575,5.8,3.3,2018,"VIỆN 3",
"2019","04","18","12:00","18/04/2019 12:00",28.8,34.0,8.2,0.161,0.002,7.200,6.1,2.4,2018,"VIỆN 3",
"2019","04","18","15:00","18/04/2019 15:00",28.8,34.0,8.2,0.098,0.002,7.350,6.0,2.4,"AVE",,
"2019","04","18","18:00","18/04/2019 18:00",28.8,34.0,8.1,0.058,0.002,6.988,5.8,3.3,"AVE",,
"2019","04","19","00:00","19/04/2019 00:00",28.8,34.0,8.1,0.058,0.002,6.988,5.8,3.3,"AVE",,
"2019","04","19","06:00","19/04/2019 06:00",28.8,34.0,8.1,0.058,0.002,7.194,5.8,3.3,"AVE",,
"2019","04","19","09:00","19/04/2019 09:00",28.8,34.0,8.1,0.058,0.002,7.400,5.8,3.3,2018,"VIỆN 3",
"2019","04","19","12:00","19/04/2019 12:00",28.8,34.0,8.1,0.034,0.002,7.500,5.9,2.4,2018,"VIỆN 3",
"2019","04","19","15:00","19/04/2019 15:00",28.4,34.5,8.1,0.020,0.004,8.300,5.8,4.4,"AVE",,
"2019","04","19","18:00","19/04/2019 18:00",28.4,34.5,8.1,0.034,0.003,7.500,5.7,3.7,"AVE",,
"2019","04","20","00:00","20/04/2019 00:00",28.4,34.5,8.1,0.034,0.003,7.500,5.7,3.7,"AVE",,
"2019","04","20","06:00","20/04/2019 06:00",28.2,34.8,8.1,0.022,0.004,7.550,5.7,3.9,"AVE",,
"2019","04","20","09:00","20/04/2019 09:00",28.0,35.0,8.1,0.010,0.004,7.600,5.7,4.1,2020,"TTG",
"2019","04","20","12:00","20/04/2019 12:00",28.0,35.0,8.1,0.005,0.006,9.100,5.6,6.4,2020,"TTG",
"2019","04","20","15:00","20/04/2019 15:00",28.8,33.5,8.1,0.037,0.004,8.969,5.9,4.2,"AVE",,
"2019","04","20","18:00","20/04/2019 18:00",28.8,33.5,8.0,0.036,0.003,8.263,5.7,3.9,"AVE",,
"2019","04","21","00:00","21/04/2019 00:00",28.8,33.5,8.0,0.036,0.003,8.263,5.7,3.9,"AVE",,
"2019","04","21","06:00","21/04/2019 06:00",29.2,32.8,7.9,0.049,0.003,8.594,5.7,3.8,"AVE",,
"2019","04","21","09:00","21/04/2019 09:00",29.6,32.0,7.8,0.062,0.002,8.925,5.8,3.7,2017,"VIỆN 3",
"2019","04","21","12:00","21/04/2019 12:00",29.6,32.0,8.0,0.068,0.002,8.838,6.2,2.0,2017,"VIỆN 3",
"2019","04","21","15:00","21/04/2019 15:00",29.9,33.0,8.1,0.080,0.001,8.706,5.9,2.3,"AVE",,
"2019","04","21","18:00","21/04/2019 18:00",29.9,33.0,8.0,0.048,0.001,8.838,5.6,2.7,"AVE",,
"2019","04","22","00:00","22/04/2019 00:00",29.9,33.0,8.0,0.048,0.001,8.838,5.6,2.7,"AVE",,
"2019","04","22","06:00","22/04/2019 06:00",30.0,33.5,8.0,0.041,0.001,8.794,5.6,2.3,"AVE",,
"2019","04","22","09:00","22/04/2019 09:00",30.1,34.0,8.1,0.034,0.000,8.750,5.5,1.8,2018,"VIỆN 3",
"2019","04","22","12:00","22/04/2019 12:00",30.1,34.0,8.2,0.092,0.000,8.575,5.6,2.6,2018,"VIỆN 3",
"2019","04","22","15:00","22/04/2019 15:00",31.1,34.5,8.2,0.086,0.005,9.288,5.8,2.9,"AVE",,
"2019","04","22","18:00","22/04/2019 18:00",30.1,34.5,8.1,0.027,0.000,8.575,5.3,1.4,"AVE",,
"2019","04","23","00:00","23/04/2019 00:00",30.1,34.5,8.1,0.027,0.000,8.575,5.3,1.4,"AVE",,
"2019","04","23","06:00","23/04/2019 06:00",30.0,34.8,8.1,0.024,0.000,8.488,5.3,1.2,"AVE",,
"2019","04","23","09:00","23/04/2019 09:00",30.0,35.0,8.1,0.020,0.000,8.400,5.2,1.0,2018,"TTG",
"2019","04","23","12:00","23/04/2019 12:00",32.0,35.0,8.2,0.080,0.010,10.000,6.0,3.3,2018,"TTG",
"2019","04","23","15:00","23/04/2019 15:00",31.1,34.5,8.2,0.086,0.005,9.675,5.8,2.9,"AVE",,
"2019","04","23","18:00","23/04/2019 18:00",30.1,34.5,8.1,0.027,0.000,9.038,5.3,1.4,"AVE",,
"2019","04","24","00:00","24/04/2019 00:00",30.1,34.5,8.1,0.027,0.000,9.038,5.3,1.4,"AVE",,
"2019","04","24","06:00","24/04/2019 06:00",30.1,34.3,8.1,0.031,0.000,9.356,5.4,1.6,"AVE",,
"2019","04","24","09:00","24/04/2019 09:00",30.1,34.0,8.1,0.034,0.000,9.675,5.5,1.8,2018,"VIỆN 3",
"2019","04","24","12:00","24/04/2019 12:00",30.1,34.0,8.2,0.092,0.000,9.350,5.6,2.6,2018,"VIỆN 3",
"2019","04","24","15:00","24/04/2019 15:00",30.1,34.0,8.2,0.092,0.000,8.275,5.6,2.6,"AVE",,
"2019","04","24","18:00","24/04/2019 18:00",30.0,34.0,8.1,0.177,0.000,8.975,5.7,1.9,"AVE",,
"2019","04","25","00:00","25/04/2019 00:00",30.0,34.0,8.1,0.177,0.000,8.975,5.7,1.9,"AVE",,
"2019","04","25","06:00","25/04/2019 06:00",29.9,34.0,8.1,0.249,0.000,8.625,5.9,1.9,"AVE",,
"2019","04","25","09:00","25/04/2019 09:00",29.8,34.0,8.1,0.320,0.000,8.275,6.0,1.9,2018,"VIỆN 3",
"2019","04","25","12:00","25/04/2019 12:00",30.1,34.0,8.2,0.092,0.000,7.200,5.6,2.6,2018,"VIỆN 3",
"2019","04","25","15:00","25/04/2019 15:00",29.3,34.3,8.2,0.074,0.001,8.500,5.6,3.2,"AVE",,
"2019","04","25","18:00","25/04/2019 18:00",29.1,34.3,8.1,0.258,0.001,8.381,5.6,2.4,"AVE",,
"2019","04","26","00:00","26/04/2019 00:00",29.1,34.3,8.1,0.258,0.001,8.381,5.6,2.4,"AVE",,
"2019","04","26","06:00","26/04/2019 06:00",28.8,34.4,8.0,0.226,0.001,8.434,5.3,2.6,"AVE",,
"2019","04","26","09:00","26/04/2019 09:00",28.4,34.5,8.0,0.195,0.001,8.488,5.1,2.9,"AVE",,
"2019","04","26","12:00","26/04/2019 12:00",28.6,34.5,8.2,0.056,0.001,9.800,5.6,3.8,"AVE",,
"2019","04","26","15:00","26/04/2019 15:00",27.8,34.8,8.1,0.038,0.002,11.100,5.7,4.5,"AVE",,
"2019","04","26","18:00","26/04/2019 18:00",27.7,34.8,8.0,0.133,0.002,8.594,4.7,3.3,"AVE",,
"2019","04","27","00:00","27/04/2019 00:00",27.7,34.8,8.0,0.133,0.002,8.594,4.7,3.3,"AVE",,
"2019","04","27","06:00","27/04/2019 06:00",27.4,34.9,7.9,0.101,0.002,8.647,4.4,3.6,"AVE",,
"2019","04","27","09:00","27/04/2019 09:00",27.0,35.0,7.9,0.070,0.002,8.700,4.2,3.8,2020,"TTG",
"2019","04","27","12:00","27/04/2019 12:00",27.0,35.0,8.1,0.020,0.002,12.400,5.7,5.1,2020,"TTG",
"2019","04","27","15:00","27/04/2019 15:00",27.5,34.9,8.1,0.032,0.002,11.538,5.7,5.0,"AVE",,
"2019","04","27","18:00","27/04/2019 18:00",27.5,34.9,8.0,0.077,0.002,8.500,4.3,3.8,"AVE",,
"2019","04","28","00:00","28/04/2019 00:00",27.5,34.9,8.0,0.077,0.002,8.500,4.3,3.8,"AVE",,
"2019","04","28","06:00","28/04/2019 06:00",27.8,34.8,8.0,0.081,0.002,8.400,4.4,3.8,"AVE",,
"2019","04","28","09:00","28/04/2019 09:00",28.0,34.8,8.0,0.084,0.002,8.300,4.4,3.9,"AVE",,
"2019","04","28","12:00","28/04/2019 12:00",28.1,34.8,8.2,0.043,0.002,10.675,5.6,5.0,"AVE",,
"2019","04","28","15:00","28/04/2019 15:00",28.3,34.7,8.2,0.049,0.002,10.244,5.6,5.0,"AVE",,
"2019","04","28","18:00","28/04/2019 18:00",28.3,34.7,8.0,0.088,0.002,8.200,4.5,3.9,"AVE",,
"2019","04","29","00:00","29/04/2019 00:00",28.3,34.7,8.0,0.088,0.002,8.200,4.5,3.9,"AVE",,
"2019","04","29","06:00","29/04/2019 06:00",28.4,34.7,8.0,0.089,0.002,8.150,4.5,3.9,"AVE",,
"2019","04","29","09:00","29/04/2019 09:00",28.5,34.6,8.1,0.091,0.002,8.100,4.6,3.9,"AVE",,
"2019","04","29","12:00","29/04/2019 12:00",28.6,34.6,8.2,0.055,0.002,9.813,5.6,4.9,"AVE",,
"2019","04","29","15:00","29/04/2019 15:00",28.8,34.6,8.2,0.060,0.002,9.381,5.5,4.9,"AVE",,
"2019","04","29","18:00","29/04/2019 18:00",28.8,34.6,8.1,0.095,0.002,8.000,4.6,3.9,"AVE",,
"2019","04","30","00:00","30/04/2019 00:00",28.8,34.6,8.1,0.095,0.002,8.000,4.6,3.9,"AVE",,
"2019","04","30","06:00","30/04/2019 06:00",28.9,34.5,8.1,0.096,0.002,7.950,4.7,3.9,"AVE",,
"2019","04","30","09:00","30/04/2019 09:00",29.0,34.5,8.1,0.098,0.002,7.900,4.7,3.9,"AVE",,
"2019","04","30","12:00","30/04/2019 12:00",29.1,34.5,8.2,0.066,0.002,8.950,5.5,4.9,"AVE",,
"2019","04","30","15:00","30/04/2019 15:00",29.4,34.4,8.2,0.072,0.002,8.519,5.5,4.8,"AVE",,
"2019","04","30","18:00","30/04/2019 18:00",29.3,34.4,8.1,0.102,0.002,7.800,4.7,3.9,"AVE",,
"2019","05","01","00:00","01/05/2019 00:00",29.3,34.4,8.1,0.102,0.002,7.800,4.7,3.9,"AVE",,
"2019","05","01","06:00","01/05/2019 06:00",29.4,34.4,8.1,0.103,0.002,7.750,4.8,4.0,"AVE",,
"2019","05","01","09:00","01/05/2019 09:00",29.5,34.4,8.2,0.105,0.002,7.700,4.8,4.0,"AVE",,
"2019","05","01","12:00","01/05/2019 12:00",29.6,34.4,8.2,0.078,0.002,8.088,5.5,4.8,"AVE",,
"2019","05","01","15:00","01/05/2019 15:00",29.9,34.3,8.2,0.083,0.002,7.656,5.4,4.8,"AVE",,
"2019","05","01","18:00","01/05/2019 18:00",29.8,34.3,8.2,0.109,0.002,7.600,4.9,4.0,"AVE",,
"2019","05","02","00:00","02/05/2019 00:00",29.8,34.3,8.2,0.109,0.002,7.600,4.9,4.0,"AVE",,
"2019","05","02","06:00","02/05/2019 06:00",29.9,34.3,8.2,0.110,0.002,7.550,4.9,4.0,"AVE",,
"2019","05","02","09:00","02/05/2019 09:00",30.0,34.3,8.2,0.112,0.002,7.500,4.9,4.0,"AVE",,
"2019","05","02","12:00","02/05/2019 12:00",30.2,34.3,8.3,0.089,0.002,7.225,5.4,4.8,"AVE",,
"2019","05","02","15:00","02/05/2019 15:00",30.7,34.1,8.3,0.101,0.002,6.363,5.4,4.7,"AVE",,
"2019","05","02","18:00","02/05/2019 18:00",30.5,34.1,8.3,0.119,0.002,7.300,5.0,4.0,"AVE",,
"2019","05","03","00:00","03/05/2019 00:00",30.5,34.1,8.3,0.119,0.002,7.300,5.0,4.0,"AVE",,
"2019","05","03","06:00","03/05/2019 06:00",30.8,34.1,8.3,0.123,0.002,7.200,5.1,4.0,"AVE",,
"2019","05","03","09:00","03/05/2019 09:00",31.0,34.0,8.3,0.126,0.002,7.100,5.2,4.1,2018,"VIỆN 3",
"2019","05","03","12:00","03/05/2019 12:00",31.2,34.0,8.3,0.112,0.002,5.500,5.3,4.7,2018,"VIỆN 3",
"2019","05","03","15:00","03/05/2019 15:00",29.6,34.5,8.2,0.066,0.004,6.300,5.1,4.9,"AVE",,
"2019","05","03","18:00","03/05/2019 18:00",30.0,34.5,8.2,0.073,0.001,4.750,5.5,5.1,"AVE",,
"2019","05","04","00:00","04/05/2019 00:00",30.0,34.5,8.2,0.073,0.001,4.750,5.5,5.1,"AVE",,
"2019","05","04","06:00","04/05/2019 06:00",29.5,34.8,8.2,0.047,0.001,3.575,5.7,5.6,"AVE",,
"2019","05","04","09:00","04/05/2019 09:00",29.0,35.0,8.1,0.020,0.000,2.400,5.9,6.1,2020,"TTG",
"2019","05","04","12:00","04/05/2019 12:00",28.0,35.0,8.0,0.020,0.005,7.100,4.8,5.1,2020,"TTG",
"2019","05","04","15:00","04/05/2019 15:00",29.5,34.5,8.2,0.069,0.004,7.150,5.2,4.6,"AVE",,
"2019","05","04","18:00","04/05/2019 18:00",30.0,34.5,8.2,0.071,0.001,4.750,5.5,4.7,"AVE",,
"2019","05","05","00:00","05/05/2019 00:00",30.0,34.5,8.2,0.071,0.001,4.750,5.5,4.7,"AVE",,
"2019","05","05","06:00","05/05/2019 06:00",30.5,34.3,8.2,0.096,0.002,5.925,5.2,4.0,"AVE",,
"2019","05","05","09:00","05/05/2019 09:00",31.0,34.0,8.2,0.121,0.002,7.100,5.0,3.3,2018,"VIỆN 3",
"2019","05","05","12:00","05/05/2019 12:00",31.0,34.0,8.3,0.118,0.002,7.200,5.5,4.0,2018,"VIỆN 3",
"2019","05","05","15:00","05/05/2019 15:00",31.3,34.3,8.3,0.094,0.002,6.325,5.7,4.6,"AVE",,
"2019","05","05","18:00","05/05/2019 18:00",30.8,34.3,8.2,0.098,0.002,7.150,5.3,3.1,"AVE",,
"2019","05","06","00:00","06/05/2019 00:00",30.8,34.3,8.2,0.098,0.002,7.150,5.3,3.1,"AVE",,
"2019","05","06","06:00","06/05/2019 06:00",30.6,34.4,8.2,0.087,0.001,7.175,5.4,3.0,"AVE",,
"2019","05","06","09:00","06/05/2019 09:00",30.5,34.5,8.2,0.076,0.001,7.200,5.5,2.9,"AVE",,
"2019","05","06","12:00","06/05/2019 12:00",31.5,34.5,8.2,0.069,0.001,5.450,5.8,5.2,"AVE",,
"2019","05","06","15:00","06/05/2019 15:00",31.8,34.8,8.2,0.045,0.001,4.575,6.0,5.8,"AVE",,
"2019","05","06","18:00","06/05/2019 18:00",30.3,34.8,8.1,0.053,0.001,7.250,5.8,2.8,"AVE",,
"2019","05","07","00:00","07/05/2019 00:00",30.3,34.8,8.1,0.053,0.001,7.250,5.8,2.8,"AVE",,
"2019","05","07","06:00","07/05/2019 06:00",30.1,34.9,8.1,0.041,0.000,7.275,5.9,2.7,"AVE",,
"2019","05","07","09:00","07/05/2019 09:00",30.0,35.0,8.1,0.030,0.000,7.300,6.0,2.6,2018,"TTG",
"2019","05","07","12:00","07/05/2019 12:00",32.0,35.0,8.2,0.020,0.000,3.700,6.1,6.4,2018,"TTG",
"2019","05","07","15:00","07/05/2019 15:00",32.5,33.5,8.1,0.013,0.000,3.350,5.2,5.7,"AVE",,
"2019","05","07","18:00","07/05/2019 18:00",31.0,33.0,8.2,0.018,0.000,5.650,5.8,3.1,"AVE",,
"2019","05","08","00:00","08/05/2019 00:00",31.0,33.0,8.2,0.018,0.000,5.650,5.8,3.1,"AVE",,
"2019","05","08","06:00","08/05/2019 06:00",31.5,32.0,8.2,0.011,0.000,4.825,5.7,3.3,"AVE",,
"2019","05","08","09:00","08/05/2019 09:00",32.0,31.0,8.3,0.005,0.000,4.000,5.6,3.5,2017,"TTG",
